Sentiment,SentimentText,Processed_Text
0,- my last episode of &quot;how i met your mother&quot;. i'm so sad ,last episod quothow met motherquot im sad
0,#mw2 PLEEEEEEEEEEEEZ HAV THE G36C BACK PLEEEEZ OTHERWISE ILL BE SAD  ,pleeeeeeeeeeeez hav g36c back pleeeez otherwis ill sad
0,#ihate that I have a test tomorrow so I have to spend all night studying! ,test tomorrow spend night studi
0,#tfe *handcuffed* ,handcuf
0, Hay fever has finally got me! ick!!!,fever final got ick
0, idk what else to do,els
1," sleepy, summer hurry up, amazing weekend ",summer hurri amaz weekend
1,#iremember when we wud go ridin our bikes down at da quarry  gud times ,wud go ridin bike da quarri gud time
1,&quot;get down in this rage with me...it takes 2 to dance baby&quot; listening to @thetalkabout on myspace ,rage meit take 2 danc babyquot listen thetalkabout myspac
0, My girls got beat by the grubiest team in the primary girls football 5-2. On the upside my girls played great game ,girl got beat grubiest team primari girl footbal 52 upsid girl play great game
1,"#asot400 ALTHOUGH, i do love this track lol! hurrah for Cosmic Gate ",although love track lol hurrah cosmic gate
0,#inaperfectworld id be in orlando with @brandiraquel for her birthday ,id orlando brandiraquel birthday
1, hey im back haha,im back haha
0,&quot;I'm so sick of hoes actin like they all that; micros kinky twists whatever dey call that!&quot; so... some guy from last night is stalking me ,sick hoe actin like micro kinki twist whatev dey call thatquot guy last night stalk
1," Congrats to AL's newest state Senator elect, Democrat Mark Keahey. http://is.gd/MRr3 #alpolitics",al newest state senat elect democrat mark keahey httpisgdmrr3 alpolit
1,"#dating #gay 28 year old lad looking for men in London  (London, Age: 28): Looking for gay guys fo.. http://bit.ly/qaBi2",gay 28 year old lad look men london london age 28 look gay guy fo httpbitlyqabi2
0,&quot;As soon as we receive these documents an admission decision can be made in as little as two weeks. &quot; i should have taken ACT earlier ,soon receiv document admiss decis made littl two week quot taken act earlier
1, Still up ; really bored. jus needin someone to talk to.,realli bore ju needin someon talk
0, sometimes I 2nd guess my decisions... Like now.,2nd guess decis like
1,#jquery datepicker is awesome. But I guess you knew that already ,datepick awesom guess knew alreadi
0, No site will upload my video. I've been trying for like 50hrs now! Blessings ,site upload video ive tri like 50hr bless
0, cnt even use a single Twitter App!!!!!,even use singl twitter app
0,      i think i'm going to go 3 a long drive then when i get to the pacific ocean open my car door and throw my pc in the ocean,think im go go 3 long drive get pacif ocean open car door throw pc ocean
0,&amp; My boobs ate my lighter. Woe is me. ,boob ate lighter woe
1,#bjtweetup -- @fuzheado with his tiny netbook. @thecarol: bigger or smaller than yours?  http://twitpic.com/5omh9,fuzheado tini netbook thecarol bigger smaller httptwitpiccom5omh9
0,  my camera broke !,camera broke
1,#doyourememberwhen England won against Germany 5-1. ,england germani 51
0,"&quot;  Im going to try to find pictures of the X-factor tour  ,, i know i have loads but ;;;;;; i just  can't find them for some reason   &quot;",im go tri find pictur xfactor tour know load find reason quot
0," im really gonna miss talking to all my tweeps. But, im gonna keep a pen and paper blog, and post it after tour and i should have pics too",realli gon na miss talk tweep im gon na keep pen paper blog post tour pic
1,#must_follow @java4two because she's a great friend that see's the good in everyone ,java4two she great friend see good everyon
1,"&quot;MORNING EXERSISES&quot;- check. Next on the list are: breakfast, bath ",exersisesquot check next list breakfast bath
0,"#turnoff being on my period when I wanna get some. i make it work, but its just not the same ",period wan na get make work
0, more storms. God keep us safe Refinnyj &lt;&gt; Mat1234,storm god keep us safe refinnyj ltgt mat1234
1,---&gt; I Think Everyone Should Pitch In To My &quot;Get Me To Iowa Fund&quot; ,think everyon pitch quotget iowa fundquot
0,   Just... ,
0,   times by like a million,like million
1," im giving it all to ya,",give ya
1, @MelodyChase,
1,$1 smarties ice cream at walmart and sobys.....better stock up ,smarti ice cream walmart sobysbett stock
0,  feeling hopeless and useless.,hopeless useless
0, my mother left today. She is going back to Oklahoma. Never lived in another state without my mom. Its weird. I'm gonna miss her.,mother left today go back oklahoma never live anoth state without mom weird im gon na miss
1,-- is doing alright this morning ! &amp; lovees Calculating Collapse ,alright morn amp love calcul collaps
0,#followfriday @RoRuby although she doesnt consider me a sweetheart to ,rorubi although doesnt consid sweetheart
0, I think I pulled a nerve in my back putting together a shelf for bd. Would that be neuralgia?,think pull nerv back put togeth shelf bd would neuralgia
0,#haveyouever wondered whether all this is real or a figment of your imagination ,wonder whether real figment imagin
0,#inaperfectworld ppl on twitter will have ppl follow me kuz i need more followers   and the tweet public is wut needs to help me,ppl twitter ppl follow kuz need follow tweet public wut need help
0,#pentax DA70mm f/2.4 2buy)||(!(2buy))=!?; tough equation ,da70mm f24 2buy2buy tough equat
0,   i'm so cold this morning......       i have chills all over.....   ,cold morn chill
0,#inaperfectworld I would be Scouse and living in Liverpool with a season ticket ,would scous live liverpool season ticket
0,#Google seems to be running on about 1/2 a cylinder today... ,seem run 12 cylind today
1,#myweakness - MUSIC &amp; BOOKS &amp; ROMANCE &amp; MUSIC &amp; BOOKS &amp; ROMANCE &amp; MY BOYFRIEND &amp; MUSIC &amp; FOOOOOOOOD ,music amp book amp romanc amp music amp book amp romanc amp boyfriend amp music amp fooooooood
0, BBC: Champion Nadal out of Wimbledon http://news.bbc.co.uk/sport2/hi/tennis/8085394.stm,champion nadal wimbledon httpnewsbbccouksport2hitennis8085394stm
1,"&quot;Plasil&quot; is the best vomit-stopping medicine out there. You should get some of it, drunkards!  I have a few here at home HAHAHA",best vomitstop medicin get drunkard home hahaha
1,"#squarespace #trackle I know, I know it's a random selection you guys, but what if I have a really good legit sob story? ;-) ",trackl know know random select guy realli good legit sob stori
1, Wade.&quot;Grad...Hot...Bald.&quot; &quot;Your not gonna shave your head!&quot; &quot;Uh.. Yeah.I hot...get babes&quot; Hahahaha man love Wade!,quotyour gon na shave headquot quotuh yeahi hotget babesquot hahahaha man love wade
0, Blesh. No feedback. And no one in my house will tell me. Sheesh.,feedback one hous tell sheesh
0, Git version of Gnome Shell broke Compiz. Still get nice clutter effects though.,version gnome shell broke compiz still get nice clutter effect though
1,"#hcn09 customer council revolution may be lead by the progressives - Henry Ford, Mayo, Duke &amp; ... @ePatientDave 's of the world ",custom council revolut may lead progress henri ford mayo duke amp epatientdav world
0,"#iremember beggin my mum 2 let me stay up l8 2 watch &quot;space precinct&quot; just after home improvement, christ now i feel old  lol",beggin mum 2 let stay l8 2 watch quotspac precinctquot home improv christ feel old lol
0, They don't carry my favorite yogurt at the local grocery store anymore.....Just another reason for me to move...lol,carri favorit yogurt local groceri store anymorejust anoth reason movelol
1, i cant wait to leave! lol,cant wait leav lol
1,&lt;3HAPPY MOTHER's DAY TO ALL OUT THERE THAT ARE MOTHERS&lt;3 ........Hope To Join Ya Some Day ,mother day motherslt3 hope join ya day
0, gaaaahhhhh! If I started all this....,start
1," @yhf My twenties: Look, a bed! WONDER WHAT WE CAN DO. My thirties: Look, a be--ZZZZZZZZZZZzz http://tr.im/n88N",twenti look bed wonder thirti look bezzzzzzzzzzzzz httptrimn88n
0,#ie8 looks ok but doesn't seem to allow feed subs with google reader and delicious buttons seems broke. ,look ok seem allow feed sub googl reader delici button seem broke
0, am sad to say i didn't get my results today somehow the school forgot to mail my results to me?? Typical. Ugh,sad say get result today somehow school forgot mail result typic ugh
1,#followfriday @mmhastings because he has said he will keep us informed over the summer re &quot;Champ&quot; the Lake Champlain monster! ,mmhast said keep us inform summer quotchampquot lake champlain monster
1,&quot;long live the King who died at the hands of his enemies that they might know what love looks like.&quot; ,live king die hand enemi might know love look likequot
0,=- stressed out,stress
0,#dontyouhate when you gotta shit real bad but you're far from home? ,got ta shit real bad your far home
0, i don't know why but i'm really sad and worried at the moment.,know im realli sad worri moment
0, woke up not feeling well,feel well
0, why me?,
0,#blackberry app world leaves a lot to be desired  hope it gets better over time...,app world leav lot desir hope get better time
0, kyokyo-chan isn't real.... )': Yukyosukuji!&lt;3,real yukyosukujilt3
1,#3hotwords I have food ,food
0,#dontyouhate It when people judge you for no good reason? ,peopl judg good reason
0,#dating is expensive.  ,expens
0, is all i can say,say
1,#musicmonday Epic song. (Y)  ? &quot;Lights and Sounds&quot; by Yellowcard ~ http://tinyurl.com/db7ppm,epic song quotlight soundsquot yellowcard httptinyurlcomdb7ppm
1,#SaveEarl  i think i did that right? twitter meta-tagging is confusing.. anyhoo i want to know whos the babydaddy ,think right twitter metatag confus anyhoo want know who babydaddi
1,"#followfriday @mrgunn for science and all sorts of useful information, based in lovely San Diego, a bustling biotech cluster ",mrgunn scienc sort use inform base love san diego bustl biotech cluster
1, what a great night!,great night
1,"#buzzvn ÃÂng BÃÂ  giÃÂ  VS xe ÃÂ´tÃÂ´: ÃÂng BÃÂ  giÃÂ  VS xe ÃÂ´tÃÂ´  :photo:   NhiÃ¡ÂºÂ¿p Ã¡ÂºÂ£nh gia Helen Levitt, (NgÃÂ y 31 Th.. http://chilp.it/?d9d4cc",ãâng bãâ giãâ vs xe ãâ´tãâ´ ãâng bãâ giãâ vs xe ãâ´tãâ´ photo nhiã¡âºâ¿p ã¡âºâ£nh gia helen levitt ngãâ 31 th httpchilpitd9d4cc
1,#videomag Listening to Carrie Wilkerson &amp; Perry Lawrence rock on Video Magnetism webinar. So glad I signed up! ,listen carri wilkerson amp perri lawrenc rock video magnet webinar glad sign
1, &lt;*~Free!~*&gt;,
0,#haveyouever ended a good relationship because of your parents? I have ,end good relationship parent
0, to much drinking lead to trowing up I feel like shit,much drink lead trow feel like shit
0,#dontyouhate when there's never fresh fruit in the house!!! ,there never fresh fruit hous
1," Tired.It's Monday.School,Smelyalata - . -''",mondayschoolsmelyalata
1,#mw2 OMG i watch nfl  dunt like nba much,omg watch nfl dunt like nba much
1,&quot;Envision&quot; remix played by Tiesto ,remix play tiesto
1,#bgt flawless were good. i want to see what diversity can come up with ,flawless good want see divers come
0,  some asshole got a hold of my email and signed me up for all this spam mail.  ughhhh...it's non stop.  anyone have a spam blocker?,asshol got hold email sign spam mail ughhhhit non stop anyon spam blocker
0, hope my momma's okay.,momma okay
0, you ok?    GOAD Rocks,ok goad rock
1,"&quot;If you want to be great, stop talking about it and go be great&quot; ",want great stop talk go greatquot
1,&quot;Mamma Who Bore Me&quot; hat es mir echt angetan.  90210 lÃ¯Â¿Â½sst grÃ¯Â¿Â½Ã¯Â¿Â½en. ^^,bore mequot hat es mir echt angetan 90210 lã¯â¿â½sst grã¯â¿â½ã¯â¿â½en
0,&quot;bring my body to my father!!&quot; T.T OMG he's back! he's back; cedric has been killed!  &quot;,bodi fatherquot tt omg he back he back cedric kill quot
0,$$$ flying out the window of a car that won't run... ,fli window car run
0,#inaperfectworld muh bunny wabbit wouldn't have been eaten by another animal ,muh bunni wabbit would eaten anoth anim
1,#s1e11 Locke is either &quot;A Taxidermist or a Hit Man&quot; -Boone. (A Hunter or A Killer!) VERY FUNNY in light of later seasons ,lock either quota taxidermist hit manquot boon hunter killer funni light later season
1,$ES_F squeeze as expected ,squeez expect
0,-- jon &amp; kate plus 8 on monday might make me really sad  ... stay together for the kidssssssss   ,jon amp kate plu 8 monday might make realli sad stay togeth kidssssssss
1,#followfriday @weeyin @carolemoyes @carole29 @arancinibaby @tyrelassie @keryje  Hot hot hot!  Great Tweeps!  ,weeyin carolemoy carole29 arancinibabi tyrelassi keryj hot hot hot great tweep
1,#followfriday @idaremyidea my #awesome Australian friend . full of joy and laughter. A great friend ,idaremyidea awesom australian friend full joy laughter great friend
0," .. watching tv , bed, shopping w. mom, out w. trent hopefully, i need my best friend",watch tv bed shop w mom w trent hope need best friend
